t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,target
26,33,28,2,1,13,1,7,0,23,27,23,29,33,23,27,23,27,23,33,23,32,23,27,23,32,23,27,23,33,31,0,31,25,24,27,2,9,33,26,33,29,23,33,19,33,19,0,4,0,23
23,33,13,3,2,27,2,8,33,23,25,23,32,18,33,32,23,33,9,33,14,32,31,33,14,33,22,33,20,33,22,33,27,33,23,33,23,33,29,33,27,33,19,33,22,32,8,2,28,31,33
4,0,19,33,20,32,14,33,19,1,3,1,32,22,33,32,29,32,31,32,31,32,33,32,33,32,23,32,23,32,31,32,29,26,29,23,33,8,2,0,12,3,12,3,12,3,12,0,8,30,32
27,33,13,33,30,8,32,23,33,18,32,14,32,23,32,15,32,20,33,31,25,31,32,29,17,0,5,17,0,2,17,1,17,1,17,1,17,1,21,17,0,17,1,17,1,13,2,1,21,1,17
23,32,31,32,20,32,20,32,29,32,29,23,27,2,8,32,18,32,30,1,21,19,1,19,1,19,0,19,33,19,0,19,33,19,0,19,19,33,19,33,29,23,32,31,0,2,28,33,26,29,19
1,19,33,27,2,12,3,12,3,12,0,12,3,2,12,3,12,0,12,3,12,3,12,0,12,3,0,3,12,3,1,30,32,18,33,29,32,31,0,2,1,30,32,2,1,2,32,18,32,29,12
14,33,20,32,33,32,29,33,30,1,21,0,12,3,7,20,33,20,32,20,32,20,32,20,33,20,32,20,33,20,33,20,33,20,32,29,32,2,27,23,25,31,0,21,1,3,12,0,4,10,20
31,0,2,3,12,3,12,3,7,2,32,14,32,20,31,32,31,25,31,25,31,25,31,24,31,25,31,0,31,24,31,24,31,25,24,31,24,31,25,31,28,2,1,21,0,31,0,5,10,5,31
32,30,15,33,15,32,15,33,15,32,15,32,20,15,33,15,33,15,33,15,32,2,0,11,0,6,16,6,4,0,11,0,21,0,6,5,10,4,10,0,17,1,13,1,19,1,19,33,13,2,15
5,0,6,5,0,8,33,19,33,18,33,14,32,18,32,22,32,33,22,33,32,33,19,19,1,19,0,19,1,19,1,19,0,19,1,19,0,19,0,19,33,19,0,5,6,4,0,6,16,6,19
18,32,29,33,30,1,0,2,7,2,0,5,0,5,6,5,5,6,5,6,5,6,5,10,0,5,10,5,10,5,10,5,6,5,16,6,0,21,1,17,0,7,0,2,9,2,32,31,25,23,5
13,0,6,0,11,0,3,2,7,0,7,3,13,3,12,3,7,3,0,19,33,13,0,31,32,30,1,7,3,2,3,0,3,0,3,12,3,0,3,12,3,13,3,0,3,13,3,1,13,1,3
1,30,32,8,30,1,0,2,9,33,22,33,18,32,8,32,23,25,23,29,23,27,2,28,33,22,13,33,13,33,13,1,13,2,13,0,13,0,13,1,13,0,13,33,13,2,32,30,32,8,13
15,32,33,8,2,28,33,14,33,19,33,18,33,29,33,20,32,2,20,33,20,32,20,33,20,33,20,32,20,33,28,20,32,20,33,20,32,20,33,31,0,2,9,33,30,32,2,28,33,31,20
5,10,0,3,1,7,3,13,0,1,21,1,7,2,0,12,3,12,3,1,2,13,0,13,1,13,33,13,2,13,3,13,1,13,0,13,33,13,33,13,1,2,28,2,28,2,28,2,3,0,13
2,32,22,33,27,24,25,23,25,24,25,23,25,24,31,25,24,25,31,25,31,25,31,25,31,25,23,25,23,25,24,25,23,27,24,27,23,33,14,33,19,1,2,3,1,0,31,24,27,2,25
32,33,30,1,17,0,11,0,21,1,17,1,7,2,1,21,7,0,7,3,7,3,7,0,7,0,7,2,7,3,7,1,7,1,7,1,2,28,33,14,33,31,0,19,1,21,1,3,7,3,7
5,16,6,0,11,0,12,3,2,8,33,15,32,20,33,23,29,26,29,23,27,24,27,2,8,33,5,16,5,0,5,16,5,16,5,10,0,5,10,0,5,6,5,6,5,0,4,0,2,1,5
18,32,22,33,13,2,13,0,4,0,7,0,13,0,21,1,12,3,12,0,12,0,12,0,12,3,12,0,12,3,12,0,12,3,12,3,7,3,0,4,10,5,16,6,0,5,16,6,5,16,12
31,32,14,32,8,30,7,0,7,7,1,7,3,7,0,7,0,7,3,13,7,1,7,0,7,2,0,5,0,11,0,6,5,16,6,4,10,5,16,6,0,17,1,13,1,30,8,2,1,7,7
11,0,5,6,5,0,2,3,0,11,0,8,2,1,3,7,2,3,2,3,13,3,0,3,12,3,7,3,13,3,13,3,0,3,1,3,1,3,2,32,30,8,30,1,7,2,0,5,10,0,3
9,33,31,32,14,32,8,0,5,10,4,6,5,16,6,4,0,21,1,17,1,17,1,2,32,8,32,8,32,23,32,33,14,32,15,32,30,32,18,32,32,22,32,8,32,18,32,18,33,18,32
27,33,15,32,20,33,19,33,8,14,32,14,14,32,14,32,14,32,14,32,14,32,14,33,14,33,14,33,14,32,22,33,18,32,30,33,28,31,25,23,27,24,27,33,20,33,23,27,33,15,14
20,32,29,33,31,24,25,15,32,15,33,15,32,15,33,15,33,15,32,15,33,15,33,15,32,15,32,2,13,33,29,23,25,31,25,23,27,24,25,24,25,23,29,23,25,31,25,24,31,28,15
18,33,29,32,14,33,14,33,14,32,14,33,9,33,15,33,15,32,22,32,15,32,29,32,3,0,3,0,3,7,3,12,3,12,3,12,3,7,3,2,3,7,3,1,30,33,13,1,0,3,3
20,33,30,32,30,33,19,33,23,25,31,32,29,23,32,15,33,29,26,29,32,8,0,3,7,0,7,1,14,32,14,33,14,32,14,33,14,32,14,32,14,32,14,33,14,32,14,32,29,32,14
1,21,1,2,1,19,0,4,0,21,8,33,8,0,11,8,30,8,0,8,0,8,0,8,2,8,0,8,2,8,30,33,18,32,23,33,31,33,26,33,23,27,2,7,2,27,23,25,24,27,8
17,1,7,2,28,31,33,26,33,15,32,15,33,28,15,33,15,32,15,33,15,32,15,32,15,32,15,32,15,33,29,33,30,8,30,32,14,32,8,30,8,2,28,33,31,25,31,32,14,32,15
4,0,16,5,16,5,16,5,16,5,16,5,16,6,16,5,16,5,16,6,16,6,4,6,16,5,10,0,31,33,26,33,15,32,2,27,24,31,0,4,0,31,25,31,28,31,24,31,25,23,16
28,2,3,2,8,33,26,33,9,2,24,27,24,25,24,27,24,31,24,25,24,31,24,27,24,27,24,31,24,31,0,21,0,31,25,31,33,27,24,27,2,7,0,8,0,19,33,14,32,30,24
29,26,33,22,33,32,15,32,23,25,24,31,33,29,23,25,24,31,0,1,3,1,2,1,21,1,17,1,21,1,2,1,19,1,21,1,19,1,13,33,26,33,22,33,26,33,30,32,31,0,1
24,25,24,27,23,29,23,33,30,1,7,1,17,0,7,3,7,1,7,21,0,21,1,21,1,21,0,21,1,7,21,0,21,0,19,33,21,1,21,0,2,7,2,7,2,7,0,7,1,19,21
29,26,33,30,33,32,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,10,4,0,21,1,30,32,14,32,23,33,32,23,29,23,27,23,33,13,0,3,0,5,16,11
5,0,31,28,31,33,30,1,17,0,13,1,2,13,33,14,30,32,23,25,30,32,30,33,8,30,1,30,1,30,1,30,32,30,33,13,0,13,1,19,1,17,1,3,7,2,3,1,0,12,30
17,0,7,1,30,1,7,0,31,28,31,25,31,31,33,18,31,33,31,33,31,24,31,32,31,0,31,25,23,27,2,8,33,19,1,3,7,2,8,2,13,0,5,6,4,6,4,0,12,3,31
23,33,23,27,33,26,33,9,2,8,30,1,3,0,10,5,10,5,6,4,10,5,0,6,4,10,4,0,4,10,4,10,4,0,6,4,6,4,6,4,10,4,6,4,0,3,2,3,1,21,4
15,32,14,32,20,32,14,31,28,31,0,31,33,23,31,0,31,24,31,32,31,0,31,33,31,28,31,32,20,33,18,32,22,32,2,27,24,27,33,19,1,2,13,2,1,19,0,6,4,10,31
11,0,11,0,5,16,5,16,5,10,5,16,5,0,5,6,5,6,5,0,5,10,5,6,5,16,6,4,10,0,8,2,27,23,27,33,8,2,8,30,8,0,1,7,2,28,2,13,3,1,5
21,1,21,1,2,26,29,26,33,26,33,26,33,26,33,26,33,26,33,18,26,29,26,29,26,29,33,20,33,28,31,33,30,32,20,32,14,33,19,0,5,16,6,4,6,5,10,4,0,2,26
7,3,1,3,0,6,16,5,6,4,14,32,14,33,14,33,14,33,14,32,14,32,14,32,18,14,32,14,33,15,32,8,32,29,23,29,23,25,31,32,18,33,13,2,27,2,1,21,0,3,14
27,24,25,23,3,2,3,12,3,3,13,3,12,3,12,3,1,3,7,3,13,3,2,3,0,1,13,3,12,3,12,3,13,3,13,2,27,24,27,24,25,31,28,33,13,1,0,10,4,0,3
12,3,13,3,2,27,23,25,24,31,32,8,33,29,26,33,28,31,0,11,17,1,17,0,17,0,17,1,17,0,17,1,17,0,17,0,17,1,19,17,1,19,0,17,1,3,12,0,2,8,17
6,16,5,6,16,5,6,5,10,5,6,0,1,6,0,6,0,6,4,6,0,6,16,6,16,6,5,6,4,6,0,6,0,10,4,6,4,0,1,17,0,7,3,0,21,0,3,0,31,28,6
9,2,3,1,12,3,12,3,12,3,12,3,12,3,12,3,12,3,12,0,12,0,12,0,3,7,0,5,10,5,6,0,1,0,8,30,32,18,32,29,23,33,15,33,22,32,29,32,18,32,12
13,33,32,31,32,29,33,31,0,19,0,12,0,31,27,24,27,33,27,23,27,23,27,33,27,23,27,2,27,33,27,24,27,23,27,33,32,23,32,18,33,29,32,20,32,29,26,29,32,18,27
5,6,30,32,30,8,30,1,17,30,32,30,1,30,8,2,30,33,30,8,30,32,29,23,29,33,8,32,14,33,32,8,33,31,32,20,32,2,27,23,33,26,33,27,33,19,33,18,33,20,30
28,2,28,2,7,26,29,26,29,26,29,26,29,26,29,26,29,26,29,26,33,26,33,26,33,8,33,13,1,13,2,27,33,28,2,27,23,33,31,25,24,25,24,31,25,31,0,19,33,32,26
14,32,2,3,13,33,30,8,0,7,0,7,1,7,7,3,7,1,7,0,12,7,2,7,0,7,3,7,3,13,33,9,33,15,32,14,33,13,33,31,24,31,32,22,32,18,33,27,33,9,7
4,6,5,10,0,19,33,26,29,26,33,13,0,11,0,31,24,25,31,24,25,24,27,2,0,4,6,16,16,6,16,5,16,5,16,5,16,16,5,16,5,16,6,16,6,16,5,16,5,0,16
22,32,29,32,2,7,7,1,7,3,7,2,7,1,7,2,7,0,7,3,7,2,7,0,7,2,7,2,0,21,1,17,0,5,0,12,0,13,1,2,3,12,0,8,32,31,33,31,32,2,7
21,0,1,13,0,8,0,13,2,32,2,7,3,0,21,21,1,21,1,21,1,21,1,21,1,21,0,21,1,21,0,21,0,21,0,13,0,7,3,1,3,13,0,17,0,2,28,33,26,29,21
21,1,2,32,22,32,31,0,31,1,7,1,0,1,0,6,16,1,13,1,7,1,30,1,2,1,2,1,7,0,8,0,4,6,16,6,16,6,16,6,4,0,10,5,16,6,16,5,6,0,1
17,0,8,2,27,24,25,31,33,31,24,25,31,25,24,27,33,14,3,7,3,12,3,7,3,3,7,3,1,3,1,3,2,3,0,3,13,33,20,32,22,32,15,32,23,33,15,33,32,30,3
28,33,14,33,14,32,14,33,14,32,14,33,14,32,8,14,32,14,33,14,33,8,2,13,1,7,2,9,2,3,13,2,9,33,32,18,33,20,33,13,3,13,33,22,32,30,8,30,33,9,14
24,31,28,2,13,2,8,33,19,0,31,25,24,27,2,9,33,13,0,21,1,21,0,17,0,10,0,12,0,3,32,23,32,15,32,20,32,32,23,32,30,32,2,32,32,14,32,18,32,22,32
9,2,0,3,13,3,2,27,23,32,18,32,15,33,28,31,0,2,13,3,2,32,15,32,22,32,33,20,3,7,3,1,3,1,3,0,3,0,3,2,3,0,3,7,1,3,0,3,7,3,3
13,1,21,1,2,0,11,0,2,1,15,33,15,33,15,33,15,33,15,33,15,32,15,33,15,32,15,33,15,33,8,2,27,33,29,32,8,0,17,0,7,0,19,33,18,32,33,32,22,32,15
24,27,33,22,33,14,32,20,33,13,3,2,13,33,32,20,19,0,19,33,19,0,19,1,19,1,19,33,15,19,0,19,1,19,33,27,33,23,32,30,1,30,33,32,14,33,19,33,8,0,19
29,33,13,2,3,2,0,7,3,2,9,33,14,32,23,29,33,23,33,29,23,33,23,27,23,33,23,32,22,23,32,23,29,23,33,31,24,25,31,33,28,2,8,33,20,33,13,33,31,24,23
3,2,3,13,32,8,2,32,33,29,32,8,32,30,32,23,32,14,32,8,32,22,32,23,29,23,29,23,25,31,0,8,32,23,33,27,23,33,19,33,30,32,20,33,23,27,2,3,12,0,32
11,0,7,3,13,0,2,13,33,23,33,19,33,8,33,0,5,0,19,0,6,0,13,0,10,0,3,0,13,0,2,0,2,0,8,2,9,33,18,33,31,33,30,32,31,28,2,1,21,1,0
5,0,10,0,4,6,0,13,0,10,5,0,10,4,6,4,10,5,16,23,27,33,23,27,23,27,23,29,23,25,23,25,23,27,23,25,23,29,23,25,24,25,31,28,2,3,2,0,13,3,23
23,33,18,16,5,16,6,16,5,16,5,16,16,5,16,6,16,6,16,6,16,6,16,5,0,11,0,5,6,4,10,5,6,5,6,16,5,16,5,16,5,16,6,0,5,10,0,6,16,5,16
19,33,32,30,1,2,0,5,16,6,5,10,5,16,6,5,0,17,1,30,33,26,29,33,18,33,1,30,1,19,1,17,1,0,1,19,1,3,1,19,1,30,1,2,1,0,17,0,10,4,1
3,0,2,1,17,0,11,0,13,1,13,1,7,0,10,4,6,5,0,10,4,6,4,0,13,18,33,18,32,18,32,18,32,18,18,33,18,32,18,32,18,32,18,33,18,32,30,1,0,2,18
5,16,5,0,17,1,30,33,14,33,22,32,20,17,1,17,0,17,1,17,1,17,0,17,0,17,0,17,1,17,0,17,1,3,0,13,0,7,0,7,2,0,8,33,22,32,14,32,33,31,17
7,0,5,10,5,0,2,27,2,0,2,3,13,33,9,2,1,13,3,20,33,20,33,20,33,20,33,20,33,20,33,23,20,33,20,32,20,33,20,32,20,32,14,33,20,32,8,33,23,33,20
22,33,15,32,30,32,2,28,31,33,23,33,30,8,30,32,22,32,18,32,33,8,11,0,11,0,21,11,0,11,0,11,0,11,0,4,11,0,11,0,11,0,6,4,10,4,6,16,6,16,11
0,19,33,14,33,18,32,2,32,23,32,23,32,23,29,23,27,23,27,23,32,23,32,23,25,23,25,23,25,23,29,26,29,33,26,33,23,27,23,29,26,29,23,32,20,33,28,33,9,33,23
20,33,28,31,25,23,33,13,2,3,12,0,6,5,6,16,5,16,6,5,10,5,10,0,21,27,24,27,24,25,27,23,27,33,23,27,24,27,24,27,33,27,23,27,33,30,32,2,3,13,27
8,0,6,5,0,12,0,17,0,4,10,4,0,8,30,32,33,23,25,31,25,31,25,23,25,23,25,24,25,23,25,31,25,31,25,31,32,25,31,25,24,25,31,28,2,0,13,3,7,1,25
10,0,4,10,0,17,1,30,1,0,12,0,17,0,12,0,6,4,0,8,2,9,2,28,2,7,2,32,14,33,11,0,11,0,11,0,19,11,0,11,0,11,0,11,0,11,0,11,0,11,11
24,27,24,31,32,20,33,26,29,26,29,26,29,23,27,2,32,22,32,2,8,32,20,32,30,8,33,30,33,11,0,11,0,11,0,11,0,11,0,17,11,0,11,0,11,0,11,0,11,0,11
29,32,30,32,18,0,10,0,17,0,31,0,19,0,11,0,3,0,3,0,12,0,3,7,0,7,3,0,19,0,1,0,12,3,2,27,23,27,33,28,31,24,27,2,28,31,25,31,32,31,0
11,0,1,0,21,1,2,28,2,3,1,19,10,4,10,5,10,4,0,10,4,6,10,4,10,0,10,4,10,5,10,0,1,3,2,9,33,8,0,6,5,0,19,1,30,33,13,3,2,9,10
13,1,21,0,10,4,10,5,16,5,10,4,10,4,10,0,4,10,0,7,3,12,10,0,10,0,10,0,10,0,10,5,10,4,6,10,0,10,4,10,5,10,4,6,16,5,16,6,16,5,10
22,32,15,32,29,32,23,25,31,25,24,31,28,2,3,7,2,28,2,9,33,26,29,26,29,26,29,26,29,26,33,26,33,26,29,26,29,26,29,26,33,28,31,24,31,25,24,27,2,1,26
11,0,1,0,2,0,13,0,6,0,13,33,8,0,4,0,1,7,2,3,0,17,0,11,0,3,1,3,32,22,32,29,32,29,32,15,32,2,32,18,32,29,32,23,32,18,32,18,33,22,32
31,24,27,33,28,33,14,33,13,27,23,27,33,27,23,27,33,27,33,27,33,27,2,27,2,27,24,27,33,8,33,9,2,0,11,0,13,3,7,2,0,1,3,13,33,18,32,23,27,2,27
11,0,17,1,7,3,7,0,11,0,13,2,3,12,3,12,0,17,1,7,1,19,14,32,14,32,14,33,14,33,14,32,14,32,14,32,14,32,14,33,14,33,18,33,8,2,27,24,25,31,14
23,25,31,28,31,33,26,33,15,32,30,1,13,33,9,33,29,23,25,31,33,9,2,27,3,0,3,1,3,12,3,0,3,2,28,3,13,3,0,3,12,3,3,12,0,5,6,5,6,5,3
22,32,8,32,14,32,33,19,33,28,31,28,2,28,2,28,31,25,23,32,15,33,29,32,31,25,23,25,23,32,23,32,23,25,23,33,23,25,23,33,23,32,23,27,23,29,33,27,24,31,23
22,32,2,0,31,33,26,29,26,29,33,26,29,33,8,32,22,33,27,24,27,27,24,27,23,27,24,27,2,27,23,27,2,27,23,27,2,27,24,25,31,24,27,23,32,15,33,15,32,31,27
29,26,26,33,26,29,26,33,26,29,26,26,33,26,33,26,29,26,29,26,29,32,20,32,29,33,15,33,30,1,3,7,2,7,3,2,1,3,1,17,0,17,1,17,0,12,0,17,1,3,26
18,32,18,33,18,33,9,33,31,32,29,32,29,33,15,33,22,32,31,33,8,33,19,13,3,13,0,13,33,13,3,13,2,0,13,33,13,13,2,13,2,13,2,3,1,21,1,19,0,12,13
21,1,30,1,30,1,19,33,27,2,3,2,9,33,29,23,32,22,33,8,2,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,17,0,4,6,4,6,5,6,5,11
5,6,16,6,14,32,14,32,14,32,14,32,14,32,14,33,14,33,14,32,14,33,14,33,28,31,25,31,28,33,18,33,18,32,18,33,13,0,31,33,13,0,13,3,13,3,12,3,7,0,14
14,32,22,33,26,33,22,33,21,1,21,1,21,1,21,1,21,0,21,0,21,0,21,1,21,1,21,1,19,1,0,31,25,23,33,29,23,27,2,32,33,32,20,32,8,2,1,19,0,7,21
17,1,17,0,11,0,17,1,17,0,4,6,0,13,33,9,33,32,18,33,15,32,29,26,33,30,33,13,32,30,32,33,32,14,32,31,32,30,32,22,32,23,32,22,32,33,29,32,22,33,32
23,32,29,26,33,26,33,26,29,32,23,26,33,26,29,26,33,26,33,26,33,26,33,26,33,26,33,23,25,24,27,33,30,32,29,33,26,33,15,33,32,30,8,33,30,32,22,33,19,1,26
5,10,4,12,3,12,3,12,3,12,3,12,3,12,0,12,3,12,0,12,0,21,1,13,1,3,1,0,10,4,6,4,6,16,6,0,11,0,17,0,6,16,6,4,0,13,1,7,2,8,12
18,32,33,31,28,31,32,31,33,32,15,32,20,33,22,33,29,23,25,23,29,26,33,22,33,26,29,26,31,28,31,0,31,33,31,0,31,25,31,32,18,31,32,31,24,31,28,2,27,24,31
9,2,27,2,28,31,25,23,29,23,32,29,26,29,23,29,32,29,23,29,33,29,32,29,32,29,23,29,26,29,26,33,9,33,29,33,32,14,33,18,32,29,32,18,33,13,1,30,1,19,29
3,13,0,6,5,0,21,1,18,32,18,32,18,33,18,32,18,33,18,33,18,32,18,32,18,32,18,32,18,32,2,28,31,0,11,0,11,0,3,13,1,0,4,6,16,5,6,5,16,6,18
13,33,26,29,32,2,27,24,31,25,24,31,33,32,14,33,28,31,24,27,2,7,2,5,0,5,0,5,10,5,0,5,6,5,10,4,5,16,5,10,5,6,5,0,5,6,0,19,0,8,5
13,0,17,0,6,16,6,0,31,28,27,2,27,23,27,23,27,24,27,33,27,24,27,23,27,24,27,23,27,33,22,33,9,2,1,30,8,32,23,32,8,33,31,33,8,0,7,1,0,4,27
26,33,29,32,33,8,1,2,1,30,1,7,1,17,1,19,1,13,1,0,1,13,1,17,1,2,28,2,13,2,32,29,23,27,24,27,23,33,31,24,31,0,13,3,12,0,13,1,21,0,1
17,0,5,10,21,1,2,21,0,21,0,21,0,21,1,21,1,21,1,21,0,21,0,1,0,2,28,33,22,33,13,3,7,2,13,1,21,0,10,4,6,16,6,0,10,5,16,6,16,6,21
15,33,28,2,0,10,23,32,23,33,23,32,23,27,23,33,23,25,23,33,23,33,23,29,23,32,18,33,26,33,32,20,32,15,32,33,22,33,8,0,21,0,21,1,19,33,26,33,32,18,23
15,32,31,0,19,0,6,0,31,33,26,29,33,29,33,31,0,3,13,33,13,33,19,1,21,7,2,7,0,7,2,7,1,7,3,7,2,7,0,7,2,7,0,13,7,2,8,32,14,32,7
16,5,0,17,0,5,16,5,10,4,6,16,6,16,6,16,5,0,21,0,5,0,8,33,19,0,19,0,19,33,19,1,17,19,1,19,0,19,1,19,1,13,19,33,32,29,23,27,23,33,19
20,32,14,33,30,32,30,1,0,8,0,4,10,4,10,0,10,4,6,33,28,33,30,33,33,18,33,20,33,31,33,23,33,20,33,32,33,15,33,32,30,8,0,31,32,14,33,15,32,31,33
24,27,33,13,2,32,31,25,33,14,33,9,33,29,33,14,33,26,33,22,33,9,33,15,33,15,33,18,33,30,33,27,24,25,23,33,8,2,3,12,3,1,17,0,17,0,13,0,12,3,33
7,2,0,31,33,32,15,32,18,33,23,27,24,25,24,25,31,0,13,3,0,21,1,21,0,2,1,3,22,32,22,33,28,22,33,22,33,22,32,33,22,32,22,32,22,32,22,32,22,33,22
1,2,1,13,0,1,21,0,2,32,30,32,22,32,29,33,15,33,23,25,24,31,28,2,28,31,28,31,28,31,28,33,28,33,28,31,28,33,28,2,28,2,1,30,1,19,0,5,16,6,28
10,4,0,1,21,0,3,12,3,1,30,1,30,1,13,0,7,1,13,3,1,2,13,2,1,2,27,16,6,16,5,16,5,16,5,16,6,16,6,16,5,16,5,16,5,16,6,4,6,0,16
13,0,17,1,2,7,3,7,3,2,27,2,7,0,13,1,30,24,31,24,27,24,27,23,24,25,24,31,24,27,24,25,24,31,24,31,24,25,31,28,2,27,33,13,3,0,2,3,1,7,24
5,10,5,10,5,10,4,6,0,10,4,10,16,5,16,5,6,16,5,16,6,16,5,16,5,16,5,16,5,16,6,16,5,16,5,10,5,10,0,7,0,21,0,12,3,13,1,3,2,32,16
19,0,5,6,0,5,6,0,10,4,10,5,10,5,10,0,10,4,10,0,10,4,10,0,10,5,10,5,16,5,0,1,13,2,28,31,25,31,24,25,24,27,2,3,13,3,7,0,4,6,10
27,2,0,6,5,6,0,6,16,29,23,29,26,29,29,32,29,33,30,29,23,29,33,29,33,29,32,29,33,23,33,31,24,31,0,5,6,16,5,0,19,1,7,2,7,3,7,2,7,2,29
23,25,1,3,1,0,1,21,1,19,1,30,1,2,1,2,1,13,1,3,1,21,1,17,0,31,28,33,15,33,23,33,19,1,30,1,19,0,4,6,0,2,3,12,0,13,33,13,0,12,1
31,24,25,31,33,32,15,32,23,29,23,27,23,32,20,33,22,32,15,32,31,0,19,0,19,0,19,0,19,33,19,1,19,1,19,33,19,1,19,1,2,19,1,0,5,6,5,10,0,10,19
17,1,13,33,8,33,19,1,7,3,0,13,1,21,1,3,1,3,13,33,22,32,33,8,33,22,33,32,33,13,1,33,14,33,8,33,15,33,19,33,15,33,20,33,23,33,14,33,30,8,33
8,32,20,33,27,2,1,26,33,26,29,26,29,26,29,26,33,26,33,26,29,26,33,26,33,26,29,26,33,14,32,15,32,30,1,19,1,0,5,0,7,3,2,7,2,0,13,0,21,1,26
5,6,0,1,30,33,27,2,8,2,7,3,12,0,4,0,6,0,10,4,10,5,10,0,10,4,10,5,10,4,10,5,10,4,10,5,10,0,10,0,10,5,10,4,6,5,6,4,0,17,10
7,2,0,6,16,5,10,0,10,4,10,0,31,33,8,2,8,32,29,33,14,33,8,32,33,22,33,13,3,7,23,32,23,29,23,32,23,33,23,33,22,23,29,23,32,23,25,23,29,23,23
1,0,1,3,7,0,8,0,1,0,1,30,33,32,14,33,9,33,8,32,18,33,15,33,32,15,33,5,6,5,16,5,16,5,10,5,6,5,6,5,0,5,10,5,0,5,10,0,1,3,5
19,1,2,32,23,27,24,31,33,20,33,22,32,23,29,26,29,33,32,18,33,14,33,30,32,31,12,3,12,0,12,0,12,3,7,12,3,12,3,12,3,12,3,12,0,12,0,17,1,19,12
29,23,32,23,25,24,27,2,28,31,33,14,33,14,33,28,33,15,33,18,33,22,32,18,15,33,18,15,32,15,32,15,32,15,33,15,33,15,32,15,32,15,33,15,33,19,33,13,2,0,15
29,26,29,26,33,14,33,27,24,27,11,0,8,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,1,30,33,14,32,8,33,27,24,27,23,27,2,9,33,29,32,18,32,11
7,3,12,0,2,3,2,7,1,2,21,0,10,5,21,1,21,1,21,1,21,0,21,0,21,1,21,0,21,0,12,0,11,0,4,0,10,4,0,5,6,16,6,16,5,0,2,8,2,7,21
30,1,21,1,2,28,33,32,20,33,31,25,24,25,31,32,31,28,2,8,32,31,32,29,33,29,26,29,26,31,0,31,24,31,24,31,33,31,24,31,0,31,28,31,31,28,31,32,31,33,31
28,2,32,8,30,32,20,32,7,3,7,3,7,0,7,1,3,7,0,7,3,7,0,7,1,7,2,7,0,19,33,31,24,31,32,31,25,24,31,32,23,25,31,25,31,32,20,33,18,33,7
19,1,17,0,21,1,3,12,3,1,3,13,0,19,1,21,1,0,5,6,0,11,21,0,21,0,21,0,21,1,21,1,21,1,21,0,21,1,21,0,21,1,19,0,7,0,1,2,8,32,21
20,32,2,8,0,10,4,6,16,6,0,21,0,20,32,20,33,20,33,20,33,19,20,32,20,33,20,32,33,20,32,20,33,20,33,30,33,13,33,22,32,8,33,18,33,18,32,18,32,15,20
28,33,31,32,22,32,30,8,27,24,27,23,27,33,27,23,27,23,27,33,27,24,27,2,27,23,27,2,1,3,2,27,24,27,33,28,2,7,1,17,0,8,32,30,8,0,17,0,31,33,27
30,33,28,33,28,33,9,33,22,32,22,33,26,22,33,22,33,22,32,22,22,32,22,32,22,32,22,32,2,0,21,0,5,0,11,0,7,3,1,30,8,30,1,30,1,7,1,2,1,0,22
0,5,6,0,17,0,19,0,7,1,3,7,3,7,0,8,33,26,29,32,8,2,8,30,33,30,33,30,32,30,8,30,33,30,33,30,33,30,33,30,33,30,1,3,0,10,4,6,4,6,30
17,0,4,6,4,6,4,6,4,6,5,0,1,17,0,5,6,13,33,13,2,13,1,13,1,13,13,3,13,2,7,13,2,13,3,13,1,17,1,13,1,13,2,7,2,1,0,2,28,31,13
23,27,2,13,1,3,1,2,0,12,0,19,33,15,22,33,22,33,22,33,22,32,22,32,22,33,22,32,22,32,22,33,22,33,28,31,25,24,31,25,24,27,2,32,30,8,33,28,33,18,22
30,33,22,33,8,0,5,10,4,0,2,3,7,2,28,31,24,27,23,32,22,32,31,33,13,25,24,25,31,25,24,25,24,27,25,24,25,24,25,23,25,31,25,23,25,23,25,24,31,28,25
1,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,13,11,0,11,0,11,0,31,28,2,1,7,3,2,27,2,0,6,5,16,6,5,16,6,4,6,4,6,5,16,6,16,6,11
7,1,0,5,10,5,6,16,5,2,8,2,28,2,27,33,2,28,2,27,2,3,2,7,2,0,21,2,0,31,32,8,0,19,0,19,33,22,32,15,33,22,33,32,15,32,18,32,20,33,2
30,33,14,33,9,33,22,33,27,23,33,32,23,32,23,29,23,33,18,23,29,23,33,23,25,23,32,23,25,23,32,23,33,32,30,8,33,14,33,13,0,5,10,0,6,4,0,2,8,0,23
28,2,8,33,19,33,14,32,33,9,33,14,32,30,1,19,1,19,1,21,1,7,2,28,31,0,8,2,26,33,26,29,32,26,29,32,26,29,26,33,26,33,26,33,31,26,29,26,29,26,26
